cf_id,title,category,affected_system,layer,failure_mode,trigger,observed_symptom,root_cause,detection,impact,mitigation,reference,issue,status,tier,taxonomy,evidence_level
CF-0061,C,8203,https://github.com/langchain-ai/langgraph/issues/8203,Env contamination,LangGraph,get_config() async guard silenced on Python < 3.11 → RuntimeError never raised,Security Guard Suppression by Version,get_config() inside async context on Python < 3.11,Async detection never fires; developers unknowingly use config incorrectly,Python < 3.11 async detection bypasses RuntimeError guard silently,CADVP CC-1 guard execution counter across Python versions,False belief of async safety; incorrect config access proceeds silently,Use version-independent async detection or fail-safe default,Confirmed,configuration,reported,,arxiv:2606.04896
CF-0062,B,7867,https://github.com/microsoft/autogen/issues/7867,Tool surface illusion,AutoGen,ToolCallResult auto-coerces structured outputs to str() → losing type info,Type Information Loss via Auto-Coercion,Tool returns dict/Pydantic/dataclass to AutoGen agent,Downstream agents receive string instead of structured data,ToolCallResult silently coerces structured return to str() without preserving type,CADVP CC-7 tool availability probe with type fidelity,False belief of structured inter-agent communication; string parsing instead of typed access,Preserve original return type in ToolCallResult payload,Confirmed,communication,reported,,arxiv:2606.04896
CF-0063,B,7770,https://github.com/microsoft/autogen/issues/7770,Hook not firing,AutoGen,AI guardrails silently fail: 32 violations over 56 days despite all configured,Guardrail Silent Non-Enforcement,Agent executes operations that should be blocked by guardrails,Prohibited ops succeed (Terraform deploy to wrong AWS); no alert raised,Guardrail hook registration succeeds but enforcement silently fails,CADVP CC-3 hook execution counter + penetration test,06K business loss; false belief of safety compliance,Active violation detection + guardrail enforcement verification,Confirmed,communication,reported,,arxiv:2606.04896
CF-0064,B,7918,https://github.com/microsoft/autogen/issues/7918,Credential scope bypass,AutoGen,Agent self-modification in Canvas memory → behavior escapes original constraints,Self-Modification Boundary Violation,Agent accesses Canvas memory module during execution,Agent silently evolves beyond constraints; escapes safeguards,No isolation boundary between code identity and runtime state; agent can modify own code,CADVP CC-6 credential scope boundary check,False belief of behavioral confinement; uncontrolled behavioral drift,Enforce immutable code boundary with write-protected identity,Confirmed,configuration,reported,,arxiv:2606.04896
CF-0065,B,6449,https://github.com/crewAIInc/crewAI/issues/6449,Hook not firing,CrewAI,Fabricated-Observation recovery dead code → tool calls silently discarded,Recovery Path Dead Code,LLM without stop-word support generates past tool call boundary,Agent receives empty observation; no error; continues with fabricated assumptions,process_llm_response() recovery block for no-stop-word models is dead code since #2483,CADVP CC-3 hook execution counter on no-stop-word path,False belief of tool execution; agent acts on fabricated observations,Restore recovery logic or warn when models lack stop-word support,Confirmed,communication,reported,,arxiv:2606.04896
CF-0066,B,6417,https://github.com/crewAIInc/crewAI/issues/6417,Memory blindness,CrewAI,Async tasks receive empty context due to last_sync_output truncation,Context Truncation Across Async Boundary,Task with async_execution=True in multi-task crew,Async task receives empty context; prior outputs invisible,"last_sync_output only populated on conditional-resume, not on normal async start",CADVP CC-1 memory availability at async task startup,False belief of cross-task knowledge flow; async tasks blind to prior results,Populate async context from all completed preceding tasks,Confirmed,memory,reported,,arxiv:2606.04896
CF-0067,C,6412,https://github.com/crewAIInc/crewAI/issues/6412,Config override,CrewAI,ProviderCapabilities static fallbacks skipped when LiteLLM introspection fails,Capability Detection Fallback Skipped,LiteLLM provider introspection fails,Static fallback never runs; agent operates with wrong capability assumptions,Early-return guard before get_capabilities() skips fallback on introspection failure,CADVP CC-2 config vs runtime capability diff,False belief of accurate provider capabilities; agent behavior diverges,Run static fallback before early-return guard,Confirmed,configuration,reported,,arxiv:2606.04896
CF-0068,B,8300,https://github.com/langchain-ai/langgraph/issues/8300,Credential scope bypass,LangGraph,PostgresStore.search() uses unescaped SQL LIKE → returns rows from foreign namespaces,Cross-Namespace Data Leakage,search() with namespace_prefix on PostgresStore,Search results include data from other namespaces; isolation boundary silently violated,namespace_prefix matched with unescaped SQL LIKE; wildcards in prefix match foreign rows,CADVP CC-6 credential scope boundary check on query results,Cross-tenant data leakage; operator believes in namespace isolation,Escape LIKE wildcards or use exact-match for namespace boundaries,Confirmed,configuration,reported,,
CF-0069,B,8277,https://github.com/langchain-ai/langgraph/issues/8277,Process lifecycle,LangGraph,error_handler re-raises handled exception when node runs in parallel → execution state corrupted,Exception Re-Raise in Parallel Execution,Handled exception in node running parallel with other tasks,Exception escapes despite being handled; other parallel tasks silently affected,error_handler in parallel execution path re-raises exception that should have been suppressed,CADVP CC-8 execution boundary verification,False belief of exception handling; parallel execution state corrupted without warning,Suppress re-raise when exception is already handled in parallel context,Confirmed,execution,reported,,
CF-0070,B,38720,https://github.com/langchain-ai/langchain/issues/38720,Config override,LangChain,_resolve_schemas processes repeated state schema at FIRST position → silent field constraint loss,Schema Field Erasure via Position,Repeated state schema processed by _resolve_schemas,Explicit state_schema loses field constraints silently; only first-position schema respected,"_resolve_schemas resolves repeated schema at first occurrence, ignoring later explicit constraints",CADVP CC-2 config vs runtime schema diff,False belief of schema enforcement; undefined fields pass validation,Merge repeated schemas or warn on constraint shadowing,Confirmed,configuration,reported,,
CF-0071,B,38719,https://github.com/langchain-ai/langchain/issues/38719,Hook not firing,LangChain,Structured output with raw JSON-schema dict never validated → ToolStrategy handle_errors unreachable,Validation Path Dead Code,Raw JSON-schema dict used for structured output,Output never validated; handle_errors retry path unreachable; malformed output passes silently,Raw JSON-schema dict bypasses validation entirely; ToolStrategy handle_errors never triggered,CADVP CC-3 hook execution counter on validation path,False belief of output validation; malformed structured data silently accepted,Route raw JSON-schema through validation path,Confirmed,communication,reported,,
CF-0072,B,38659,https://github.com/langchain-ai/langchain/issues/38659,Memory blindness,LangChain,ChatGroq mutates per-generation token_usage in place → silent clobber across generations,Token Usage In-Place Mutation,ChatGroq._combine_llm_outputs processing multiple generations,Token usage counts silently overwritten; per-generation accounting corrupted,In-place mutation of shared token_usage dict across generations; last write wins,CADVP CC-1 memory availability check on generation metadata,False belief of accurate token accounting; usage data silently corrupted,Deep copy token_usage before mutation per generation,Confirmed,memory,reported,,
CF-0073,B,38639,https://github.com/langchain-ai/langchain/issues/38639,Silent message loss,LangChain,ChatAnthropic drops thinking field from empty thinking blocks → replay fails with 400,Thinking Field Silent Truncation,ChatAnthropic streaming with signature_delta-only thinking blocks,Empty thinking blocks lose thinking field; replay fails with 400 without indicating truncation,Streaming handler drops thinking field from empty blocks instead of preserving for replay,CADVP CC-4 end-to-end content hash,False belief of replayable conversation; silent truncation causes downstream failure,Preserve thinking field even on empty blocks for replay integrity,Confirmed,communication,reported,,
CF-0074,B,38398,https://github.com/langchain-ai/langchain/issues/38398,Config override,LangChain,cache_control on tool_use content block silently dropped when matching tool_calls item exists,Cache Control Silent Drop,cache_control set on tool_use content block with matching tool_calls,"Cache control directive ignored; repeated tool calls avoid cache, increasing latency/cost",Matching tool_calls item causes cache_control to be silently dropped from content block,CADVP CC-2 config vs runtime cache control verification,False belief of caching; repeated tool calls incur full cost without awareness,Merge cache_control from content block with tool_calls matching,Confirmed,configuration,reported,,
CF-0075,B,38352,https://github.com/langchain-ai/langchain/issues/38352,Silent message loss,LangChain,SummarizationMiddleware preserves orphan ToolMessages → provider 400 on next call,Orphan Message Preservation,SummarizationMiddleware._find_safe_cutoff_point on conversation with tool messages,Orphan ToolMessages (without matching HumanMessage) survive cutoff; next LLM call fails 400,_find_safe_cutoff_point preserves ToolMessages but not their paired HumanMessages,CADVP CC-4 content hash across summarization boundary,False belief of safe summarization; orphan messages silently corrupt next call,Remove orphan ToolMessages when paired HumanMessage is cut off,Confirmed,communication,reported,,
CF-0076,B,38351,https://github.com/langchain-ai/langchain/issues/38351,Tool surface illusion,LangChain,model_to_tools router returns 'model' but path_map omits it → KeyError silently aborts,Router-Path Map Mismatch,create_agent with model_to_tools routing,Router selects 'model' path; path_map lookup fails KeyError; agent silently fails,model_to_tools router can return 'model' but path_map does not include 'model' key,CADVP CC-7 tool availability probe on routing table,False belief of complete routing; agent silently aborts when 'model' route selected,Add 'model' to path_map or prevent router from returning unmatched paths,Confirmed,communication,reported,,
CF-0077,B,6504,https://github.com/crewAIInc/crewAI/issues/6504,Credential scope bypass,CrewAI,DNS Rebinding bypass in SSRF protection; MCP tools bypass SSRF validation entirely,SSRF Protection Bypass via DNS,MCP tool call with DNS-rebinded hostname,DNS rebinding bypasses SSRF protection; internal endpoints accessible without alert,SSRF validation checks against initial DNS resolution; rebinding after check bypasses all protections,CADVP CC-6 credential scope boundary check with DNS rebinding simulation,False belief of network isolation; internal systems exposed via DNS TOCTOU,"Validate against resolved IP at connection time, not resolution time",Confirmed,configuration,reported,,
CF-0078,B,6481,https://github.com/crewAIInc/crewAI/issues/6481,Hook not firing,CrewAI,before/after_kickoff_callbacks do not support async callables in akickoff → silently skipped,Async Callback Silent Skip,Async callable registered as kickoff callback in akickoff flow,Async callback never fires; crew proceeds without pre/post validation; no error,akickoff does not support async callables in callback chain; sync-only path skips async silently,CADVP CC-3 hook execution counter on async path,False belief of callback enforcement; pre/post validation silently skipped,Add async callable support to akickoff callback chain,Confirmed,communication,reported,,
CF-0079,B,6353,https://github.com/google/adk-python/issues/6353,Process lifecycle,Google ADK,Sync BaseCodeExecutor.execute_code called directly on event loop → long executions freeze agent silently,Sync Call on Event Loop,Long code execution invoked via LLM flow's _run_pre_processor,Agent silently freezes; no timeout error; event loop blocked indefinitely,BaseCodeExecutor.execute_code() is synchronous and called directly on the asyncio event loop without executor thread,CADVP CC-8 execution boundary verification with event loop health check,False belief of async safety; agent hangs without detection or recovery,Run execute_code in executor thread or add timeout + async wrapper,Confirmed,execution,reported,,
CF-0080,B,6332,https://github.com/google/adk-python/issues/6332,Config override,Google ADK,adk api_server --a2a silently mounts no A2A routes → UnboundLocalError swallowed by try/except,Silent Configuration Failure via Exception Swallow,Running adk api_server --a2a with agent.json containing agent card,Server starts without any A2A routes; CLI flag accepted but silently does nothing; only one ERROR log,UnboundLocalError on 'json' in get_fast_api_app swallowed by try/except; A2A route setup fails silently,CADVP CC-2 config vs runtime route verification,False belief of A2A protocol availability; server runs without intended functionality,Fix variable shadowing; fail loudly when route setup fails,Confirmed,configuration,reported,,
CF-0081,B,6349,https://github.com/google/adk-python/issues/6349,Credential scope bypass,Google ADK,McpToolset mTLS overrides header_provider's Authorization silently → ambient credentials injected,Authorization Header Silent Override,McpToolset with mTLS transport and caller-supplied Authorization header,Caller's Authorization replaced by ambient google.auth.default() token; no warning,Case-sensitive header presence check misses caller's header; mTLS path always injects ambient token,CADVP CC-6 credential scope boundary check on Authorization header,False belief of caller-controlled auth; wrong credentials silently injected,Case-insensitive header check; respect caller-supplied Authorization over ambient,Fixed,configuration,reported,,
CF-0082,B,13935,https://github.com/microsoft/semantic-kernel/issues/13935,Config override,Semantic Kernel,ReasoningEffort setting lost when invoking orchestration → handoff drops model config,Model Config Silent Drop on Handoff,Agent with ReasoningEffort='high' handed off in orchestration,HTTP request missing reasoning_effort field; model runs with default reasoning level,Handoff orchestration does not propagate per-agent ReasoningEffort to downstream LLM calls,CADVP CC-2 config vs runtime diff on model parameters,False belief of high-reasoning execution; agent silently downgraded to default,Propagate all per-agent model settings through orchestration handoff,Confirmed,configuration,reported,,
CF-0083,B,13715,https://github.com/microsoft/semantic-kernel/issues/13715,Env contamination,Semantic Kernel,AgentGroupChat fails with 'Unknown response format dict' when Azure Monitor enabled → monitoring silences agents,Monitoring-Induced Agent Failure,Azure Monitor (configure_azure_monitor) enabled with AzureAIAgent in AgentGroupChat,All agent executions fail with ValueError; multi-agent flow completely blocked,Azure Monitor injects dict-format response into agent pipeline; AgentGroupChat expects typed response,CADVP CC-1 guard execution counter with external instrumentation active,False belief of monitoring transparency; enabling observability silently breaks agent execution,Isolate monitoring pipeline from agent response format expectations,Fixed,execution,reported,,
CF-0084,B,13647,https://github.com/microsoft/semantic-kernel/issues/13647,Silent message loss,Semantic Kernel,ChatHistory broken when LLM calls multiple tools in one message → history unusable for subsequent requests,Multi-Tool History Corruption,LLM (Claude Sonnet) calls multiple tools in single message via Bedrock connector,ChatHistory becomes unparseable; subsequent requests fail with toolResult ID mismatch,Agent builds history with multi-tool invocation in a format not consumable by subsequent requests,CADVP CC-4 end-to-end content hash on chat history,False belief of persistent conversation; history silently corrupted after multi-tool turns,Normalize multi-tool message format for replay compatibility,Confirmed,communication,reported,,
CF-0085,B,13447,https://github.com/microsoft/semantic-kernel/issues/13447,Tool surface illusion,Semantic Kernel,$defs not preserved in AIFunctionKernelFunction → MCP tool schema incomplete to LLM,Schema Reference Erasure,MCP tool with $ref/$defs in function schema definition,LLM receives incomplete schema; references silently dropped; tool appears to have different interface,AIFunctionKernelFunction serializes schema without preserving definitions/$defs section,CADVP CC-7 tool availability probe with schema fidelity check,False belief of complete tool interface; LLM operates on corrupted schema,Preserve complete JSON Schema including $defs during function serialization,Fixed,communication,reported,,
CF-0086,B,6380,https://github.com/crewAIInc/crewAI/issues/6380,Hook not firing,CrewAI,"Async task LLM failure silently freezes flow → no exception, no log, process hangs",Async LLM Failure Silent Freeze,LLM call fails during async task execution in production crew,Process hangs indefinitely with no exception or log; full day debugging to locate,Async task LLM failure path swallows exception; no callback/retry/halt mechanism triggers,CADVP CC-3 hook execution counter on async failure path,False belief of fault-tolerant execution; production stuck without operator awareness,Add exception re-raise + logging to async LLM failure path; explicit timeout,Confirmed,execution,reported,,
CF-0087,B,6267,https://github.com/crewAIInc/crewAI/issues/6267,Tool surface illusion,CrewAI,Agent execution loop crashes with TypeError when custom tool returns nested dict → no graceful fallback,Nested Return Type Crash,"Custom BaseTool returns deeply nested dict (e.g., REST API response)",Agent crashes with TypeError; no graceful string conversion; execution aborted,Execution loop expects flat/simple return types; nested dict triggers parsing failure without fallback,CADVP CC-7 tool availability probe with nested response simulation,False belief of arbitrary tool return support; nested responses silently crash agent,Add recursive string coercion for nested dicts in tool output parsing,Confirmed,communication,reported,,
CF-0088,B,5972,https://github.com/crewAIInc/crewAI/issues/5972,Hook not firing,CrewAI,"@listen(or_(A,B,C)) multi-source OR listener only fires once → blocking cyclic flow re-triggering",Multi-Source Listener Fire-Once Bug,"OR listener (@listen(or_(A,B,C))) configured for multiple task completion events",Listener fires once then silently ignores subsequent trigger events; cyclic workflow stalls,Multi-source OR listener lacks re-trigger logic; fires once and transitions to 'completed' state,CADVP CC-3 hook execution counter on multi-source listener,False belief of multi-event listener; cyclic/callback workflows silently stop after first trigger,Reset listener state or support multi-fire mode for OR listeners,Confirmed,communication,reported,,
CF-0089,B,5802,https://github.com/crewAIInc/crewAI/issues/5802,Process lifecycle,CrewAI,Tool re-execution on task retry has no idempotency guard → duplicate payments/emails/trades possible,Non-Idempotent Retry,Task retry after tool execution failure or timeout,Tool re-executed on retry without idempotency check; side effects duplicated silently,Retry mechanism replays tool call without tracking prior execution state or enforcing idempotency key,CADVP CC-8 execution boundary verification with idempotency check,"Double charges, duplicate emails, redundant trades; operator unaware of duplicate execution",Add idempotency key to tool calls; skip re-execution when prior result exists,Confirmed,execution,reported,,
CF-0090,B,6204,https://github.com/crewAIInc/crewAI/issues/6204,Hook not firing,CrewAI,Reasoning plan always detects 'NOT READY' even when model indicates 'READY' → plan stuck in loop,Reasoning Plan False Negative,Model returns 'READY' status in reasoning plan output,System classifies output as 'NOT READY'; agent loops indefinitely on already-complete plan,READY detection logic fails to match model's actual READY signal format; mismatch silently loops,CADVP CC-3 hook execution counter on reasoning completion path,False belief of incomplete reasoning; agent stuck in infinite planning loop,Normalize READY detection to accept multiple output formats,Confirmed,communication,reported,,
CF-0091,B,5886,https://github.com/crewAIInc/crewAI/issues/5886,Env contamination,CrewAI,"cache_breakpoint injected into messages for non-Anthropic providers (Groq, OpenAI-compatible) → silent API errors",Provider-Specific Config Leakage,"Non-Anthropic provider (Groq, OpenAI-compatible) used with cache_breakpoint",cache_breakpoint field sent to providers that don't support it; API errors or ignored silently,Anthropic-specific cache_breakpoint injected unconditionally; no provider capability check,CADVP CC-2 config vs runtime provider capability diff,False belief of cross-provider compatibility; Anthropic config silently leaks to other providers,Strip cache_breakpoint for non-Anthropic providers based on capability check,Confirmed,configuration,reported,,
CF-0092,B,6065,https://github.com/crewAIInc/crewAI/issues/6065,Config override,CrewAI,Task(human_input=True) raises AttributeError after default executor swap → silent human-in-the-loop break,Executor Swap Breaks Human Input,Task configured with human_input=True after CrewAgentExecutor→AgentExecutor swap in v1.15.0,AttributeError crashes flow; human feedback mechanism silently broken by version upgrade,AgentExecutor lacks ask_for_human_input method that CrewAgentExecutor had; swap was not backward-compatible,CADVP CC-2 config vs runtime executor capability verification,False belief of HITL support; upgrade silently disables human feedback without warning,Migrate HITL method during executor swap or maintain backward compatibility,Fixed,configuration,reported,,
CF-0093,B,7851,https://github.com/microsoft/autogen/issues/7851,Tool surface illusion,AutoGen,Individual MCP tool failure aborts entire agent run → no error isolation between tools,Tool Failure Cascade,Single MCP tool fails during multi-tool agent run,Entire agent run aborted; other independent tools never execute; one failure cascades,No per-tool error isolation; single MCP tool exception propagates to agent-level abort,CADVP CC-7 tool availability probe with individual failure simulation,False belief of tool isolation; one broken tool gatekeeps entire agent workflow,"Isolate MCP tool errors: catch per-tool, report failure, continue with remaining tools",Confirmed,execution,reported,,
CF-0094,B,14073,https://github.com/microsoft/semantic-kernel/issues/14073,Tool surface illusion,Semantic Kernel,Bedrock connector rejects parallel tool calls → toolResult blocks not merged into single Converse message,Parallel Tool Call Rejection,Model calls multiple tools in one turn via Bedrock connector (Claude Sonnet),Follow-up Converse request rejected; toolResult ID mismatch error,Function-calling loop does not merge multiple toolResult blocks into a single Converse message,CADVP CC-7 tool availability probe with parallel tool call simulation,False belief of parallel tool support; multi-tool calls silently fail on Bedrock,Merge toolResult blocks into single Converse message before follow-up,Confirmed,communication,reported,,
CF-0095,B,13904,https://github.com/microsoft/semantic-kernel/issues/13904,Process lifecycle,Semantic Kernel,RedisJsonCollection.delete() silently fails when prefix_collection_name_to_key_names enabled,Silent Delete Failure via Key Prefix,delete() called with prefix_collection_name_to_key_names=True,Delete returns success but key remains; upsert path prefixed keys but delete path doesn't,_inner_delete sends JSON.DEL {key} without collection-name prefix; targets non-existent key silently,CADVP CC-8 state file integrity verification after delete,False belief of data deletion; stale keys persist in Redis without awareness,Apply collection-name prefix consistently across upsert and delete paths,Confirmed,execution,reported,,
CF-0096,B,13710,https://github.com/microsoft/semantic-kernel/issues/13710,Env contamination,Semantic Kernel,Google AI connector leaks thinking/thought text parts into ChatMessageContent → reasoning exposed,Thinking Text Leakage to Application Layer,Gemini with thinking_config include_thoughts=true via Google AI connector,Model's internal reasoning appears as response content; application sees thought text instead of actual answer,Connector passes thinking text parts unfiltered into ChatMessageContent instead of isolating them,CADVP CC-1 guard execution counter on content filtering boundary,False belief of content isolation; internal reasoning exposed to downstream consumers,Separate thinking/thought blocks from response content in connector pipeline,Confirmed,configuration,reported,,
CF-0097,B,14072,https://github.com/microsoft/semantic-kernel/issues/14072,Credential scope bypass,Semantic Kernel,Auto Function Invocation lacks runtime RBAC → unauthorized execution via indirect prompt injection,Missing Runtime Authorization Gate,@kernel_function decorated method invoked via Auto Function Invocation,Tool executes without authorization check; indirect prompt injection triggers unauthorized operations,No security attributes at @kernel_function metadata layer; no runtime mid-execution approval mechanism,CADVP CC-6 credential scope boundary check on function invocation,False belief of execution sandboxing; functions execute with full ambient permissions,Add RBAC metadata + runtime approval hook to kernel_function decorator,Confirmed,configuration,reported,,
CF-0098,B,38648,https://github.com/langchain-ai/langchain/issues/38648,Tool surface illusion,LangChain,ChatFireworks._combine_llm_outputs raises TypeError on nested token_usage dicts in batched generate(),Nested Metadata Parsing Crash,Batched generate() with Fireworks models returning nested prompt_tokens_details,TypeError on token usage dict merge; batch generation silently fails,_combine_llm_outputs expects flat token_usage dict but Fireworks returns nested structure,CADVP CC-7 tool availability probe with batch generation,False belief of batch compatibility; nested metadata silently crashes processing,Recursively merge nested token_usage dicts in _combine_llm_outputs,Fixed,communication,reported,,
CF-0099,B,38506,https://github.com/langchain-ai/langchain/issues/38506,Tool surface illusion,LangChain,chroma similarity_search returns raw distances instead of normalized relevance scores,Score Semantics Misrepresentation,similarity_search_by_vector_with_relevance_scores on Chroma vector store,Relevance scores are raw distances; higher=worse instead of higher=better; ranking inverted,Method returns unnormalized distance values from Chroma without converting to similarity scores,CADVP CC-7 tool availability probe with known-item search validation,False belief of correct ranking; search results in reverse order of relevance,Normalize distance to similarity (1-distance) or document that scores are distances,Confirmed,communication,reported,,
CF-0100,C,38700,https://github.com/langchain-ai/langchain/issues/38700,Tool surface illusion,LangChain,get_num_tokens_from_messages raises NotImplementedError for OpenAI o1 and o3 models → token counting silently broken,Token Counter Model Gap,Token counting for o1/o3 model messages,"NotImplementedError raised; all token-aware logic (truncation, budget) silently fails",Token counting implementation doesn't cover o1/o3 model families; no fallback to generic counter,CADVP CC-7 tool availability probe with o1/o3 model token counting,False belief of token budget enforcement; truncation and cost tracking silently broken for o-series,Add o1/o3 token counting support or fallback to tiktoken generic encoding,Confirmed,configuration,reported,,
CF-0101,B,7066,https://github.com/langchain-ai/langgraph/issues/7066,State loss,LangGraph,Checkpoint deserialization silently loses state when JsonPlusSerializer encounters unknown types,Checkpoint Deserialization Silent Loss,JsonPlusSerializer encounters unknown custom types during checkpoint deserialization,Agent resumes with dict instead of typed object; downstream nodes produce incorrect results with no error,fallback returns raw dict instead of raising DeserializationError when type annotation fails to deserialize,CADVP CC-4 content hash verification on checkpoint round-trip,Silent state corruption in long-running stateful workflows; cascading failures before detection,Raise DeserializationError instead of returning raw dict; add type registry for custom types,Fixed,state,reported,,
CF-0102,B,8298,https://github.com/langchain-ai/langgraph/issues/8298,State loss,LangGraph,langgraph dev: checkpoints never flushed mid-session; data loss on non-graceful exit,Checkpoint Flush Loop Silent Drop,Non-graceful exit (SIGKILL/crash/power loss) of langgraph dev server,All thread state gone after crash; empty PersistentDicts silently dropped from flush loop; 500 errors on state/history,Flush loop classifies empty-but-alive PersistentDicts as dead weakrefs (falsy dict); unregisters checkpoint stores on first tick,CADVP CC-4 checkpoint persistence verification on non-graceful exit,Complete data loss since last graceful shutdown; all checkpoint durability guarantees broken,Fix falsy dict check in flush loop; always write checkpoints on tick regardless of emptiness,Open,state,reported,,
CF-0103,B,7417,https://github.com/langchain-ai/langgraph/issues/7417,Silent re-execution,LangGraph,Long tool calls (~180s+) silently re-executed from checkpoint on LangGraph Cloud,Heartbeat Checkpoint Silent Re-dispatch,Tool call exceeds ~180s on LangGraph Cloud; BG_JOB_HEARTBEAT=120 hardcoded,Duplicate runs with identical arguments appear; 2-3x redundant work and cost; no preceding model node in trace,Unacknowledged heartbeats during long tool calls trigger stale run detection; sweep re-dispatches from last checkpoint while original still runs,CADVP CC-8 execution boundary monitoring for duplicate tool invocations,2-3x cost multiplication; data corruption from concurrent writes; users cannot disable this behavior,Allow BG_JOB_HEARTBEAT customization; detect liveness during long awaits; skip re-dispatch if original still active,Open,execution,reported,,
CF-0104,B,5672,https://github.com/langchain-ai/langgraph/issues/5672,State loss,LangGraph,Run Cancellation Causes Loss of Streamed State Not Yet Persisted as a Checkpoint,Cancel-Induced State Loss,Canceling a streaming LangGraph run before checkpoint is persisted,Streamed state between last persisted checkpoint and cancel is silently lost; UI shows inconsistent state,No persistence on cancellation path; streamed intermediate states are never checkpointed during abort,CADVP CC-1 checkpoint write count on cancellation,Loss of unpersisted state; UI desynchronization; users must manually reconstruct lost state,Add checkpoint flush hook on cancellation; persist in-progress state before abort,Open,state,reported,,
CF-0105,B,496,https://github.com/crewAIInc/crewAI/issues/496,Callback not firing,CrewAI,CrewAI Task callbacks registered but silently never execute,Callback Silent No-Op,Register task callback function — callback never invoked during task execution,Callback function never called; no error raised; task completes as if callback was not registered,Task callback execution path had implementation gap in early CrewAI versions (fixed in 0.22.4),CADVP CC-3 hook execution count verification,"Silent loss of side effects (file writes, notifications, logging); user falsely believes callback is working",Fixed in CrewAI v0.22.4; upgrade to latest version,Fixed,communication,reported,,
CF-0106,B,4309,https://github.com/google/adk-python/issues/4309,Error boundary leak,Google ADK,Google ADK: Failed A2A task errors silently leak into conversation history as regular content,Error Content Boundary Violation,Remote A2A task returns state:'failed'; RemoteA2aAgent creates Event with content instead of error_message,Failed task errors appear as regular conversation content; agent treats error text as valid input,RemoteA2aAgent creates Event with error details in content field instead of error_message; no error/content separation,CADVP CC-6 error boundary validation on A2A task failures,Agents reason about error text as factual content; cascading hallucination from error leakage,Create Event with error_message set instead of content when task state is 'failed',Fixed,communication,reported,,
CF-0107,B,6332,https://github.com/google/adk-python/issues/6332,Silent configuration failure,Google ADK,Google ADK: --a2a flag silently mounts no A2A routes due to shadowed json import,Flag Silent No-Op,Run adk api_server --a2a with agent.json present; server starts but has zero A2A routes,Server starts successfully but --a2a silently does nothing; 404 on all A2A endpoints; only one ERROR log line,Shadowed json import in get_fast_api_app(): function-local 'import json' makes Python treat json as local for entire function; json.load() raises UnboundLocalError swallowed by try/except,CADVP CC-2 runtime A2A route availability check after server start,Silent deployment failure; user believes A2A is active but no agents are reachable via A2A protocol,Remove duplicate 'import json' inside function; add route count assertion on startup,Open,configuration,reported,,
